1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;voll.;3,810;2,989;821;0;0;0;155;136;19;155;136;19;589;549;40;389;328;61;2,349;1,787;562;328;189;139;2,677;1,976;701
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;vers.;968;738;230;1;1;0;85;71;14;86;72;14;120;111;9;91;75;16;590;437;153;81;43;38;671;480;191
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;insg.;4,778;3,727;1,051;1;1;0;240;207;33;241;208;33;709;660;49;480;403;77;2,939;2,224;715;409;232;177;3,348;2,456;892
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;voll.;188;140;48;0;0;0;4;2;2;4;2;2;22;18;4;23;21;2;126;94;32;13;5;8;139;99;40
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;vers.;59;46;13;0;0;0;7;7;0;7;7;0;6;6;0;6;6;0;32;22;10;8;5;3;40;27;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;insg.;247;186;61;0;0;0;11;9;2;11;9;2;28;24;4;29;27;2;158;116;42;21;10;11;179;126;53
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;voll.;144;105;39;0;0;0;11;6;5;11;6;5;12;9;3;17;12;5;95;77;18;9;1;8;104;78;26
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;vers.;44;34;10;0;0;0;3;3;0;3;3;0;3;2;1;2;2;0;31;22;9;5;5;0;36;27;9
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;insg.;188;139;49;0;0;0;14;9;5;14;9;5;15;11;4;19;14;5;126;99;27;14;6;8;140;105;35
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;voll.;201;163;38;0;0;0;6;6;0;6;6;0;31;29;2;39;35;4;106;80;26;19;13;6;125;93;32
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;vers.;68;53;15;0;0;0;2;2;0;2;2;0;4;4;0;9;8;1;48;35;13;5;4;1;53;39;14
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;insg.;269;216;53;0;0;0;8;8;0;8;8;0;35;33;2;48;43;5;154;115;39;24;17;7;178;132;46
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;voll.;31;18;13;0;0;0;0;0;0;0;0;0;4;3;1;4;2;2;18;11;7;5;2;3;23;13;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;vers.;14;10;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;8;3;2;1;1;13;9;4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;insg.;45;28;17;0;0;0;0;0;0;0;0;0;5;4;1;4;2;2;29;19;10;7;3;4;36;22;14
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;voll.;108;90;18;0;0;0;3;3;0;3;3;0;18;15;3;9;7;2;72;60;12;6;5;1;78;65;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;vers.;19;13;6;0;0;0;1;1;0;1;1;0;4;4;0;0;0;0;12;7;5;2;1;1;14;8;6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;insg.;127;103;24;0;0;0;4;4;0;4;4;0;22;19;3;9;7;2;84;67;17;8;6;2;92;73;19
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;voll.;629;457;172;0;0;0;11;11;0;11;11;0;44;41;3;74;57;17;408;299;109;92;49;43;500;348;152
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;vers.;158;105;53;0;0;0;11;9;2;11;9;2;9;9;0;9;5;4;106;72;34;23;10;13;129;82;47
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;insg.;787;562;225;0;0;0;22;20;2;22;20;2;53;50;3;83;62;21;514;371;143;115;59;56;629;430;199
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;voll.;149;111;38;0;0;0;1;1;0;1;1;0;7;7;0;10;9;1;118;87;31;13;7;6;131;94;37
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;vers.;28;18;10;1;0;1;0;0;0;1;0;1;2;2;0;4;2;2;15;11;4;6;3;3;21;14;7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;insg.;177;129;48;1;0;1;1;1;0;2;1;1;9;9;0;14;11;3;133;98;35;19;10;9;152;108;44
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;voll.;126;95;31;0;0;0;0;0;0;0;0;0;17;15;2;16;14;2;85;63;22;8;3;5;93;66;27
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;vers.;38;26;12;0;0;0;0;0;0;0;0;0;3;2;1;9;6;3;23;16;7;3;2;1;26;18;8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;insg.;164;121;43;0;0;0;0;0;0;0;0;0;20;17;3;25;20;5;108;79;29;11;5;6;119;84;35
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;voll.;60;39;21;0;0;0;2;2;0;2;2;0;3;3;0;9;7;2;44;27;17;2;0;2;46;27;19
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;vers.;14;7;7;0;0;0;4;2;2;4;2;2;0;0;0;1;0;1;7;5;2;2;0;2;9;5;4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;insg.;74;46;28;0;0;0;6;4;2;6;4;2;3;3;0;10;7;3;51;32;19;4;0;4;55;32;23
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;voll.;63;53;10;0;0;0;3;3;0;3;3;0;13;13;0;9;8;1;35;28;7;3;1;2;38;29;9
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;vers.;14;11;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;9;2;2;1;1;13;10;3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;insg.;77;64;13;0;0;0;3;3;0;3;3;0;14;14;0;9;8;1;46;37;9;5;2;3;51;39;12
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;voll.;435;345;90;1;1;0;12;9;3;13;10;3;71;62;9;41;33;8;277;220;57;33;20;13;310;240;70
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;vers.;106;78;28;0;0;0;14;10;4;14;10;4;16;13;3;5;4;1;64;45;19;7;6;1;71;51;20
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;insg.;541;423;118;1;1;0;26;19;7;27;20;7;87;75;12;46;37;9;341;265;76;40;26;14;381;291;90
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14612000;Dresden;voll.;303;251;52;0;0;0;11;7;4;11;7;4;54;47;7;34;29;5;189;161;28;15;7;8;204;168;36
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14612000;Dresden;vers.;67;52;15;0;0;0;5;5;0;5;5;0;1;1;0;8;5;3;51;40;11;2;1;1;53;41;12
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14612000;Dresden;insg.;370;303;67;0;0;0;16;12;4;16;12;4;55;48;7;42;34;8;240;201;39;17;8;9;257;209;48
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5112000;Duisburg;voll.;291;193;98;1;1;0;24;22;2;25;23;2;28;20;8;21;15;6;186;119;67;31;16;15;217;135;82
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5112000;Duisburg;vers.;106;75;31;0;0;0;19;16;3;19;16;3;12;7;5;11;9;2;52;36;16;12;7;5;64;43;21
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5112000;Duisburg;insg.;397;268;129;1;1;0;43;38;5;44;39;5;40;27;13;32;24;8;238;155;83;43;23;20;281;178;103
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5111000;Düsseldorf;voll.;475;365;110;0;0;0;10;10;0;10;10;0;71;62;9;46;37;9;292;228;64;56;28;28;348;256;92
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5111000;Düsseldorf;vers.;88;69;19;0;0;0;3;3;0;3;3;0;13;11;2;8;7;1;57;45;12;7;3;4;64;48;16
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5111000;Düsseldorf;insg.;563;434;129;0;0;0;13;13;0;13;13;0;84;73;11;54;44;10;349;273;76;63;31;32;412;304;108
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16051000;Erfurt;voll.;135;105;30;0;0;0;3;2;1;3;2;1;12;11;1;16;13;3;95;72;23;9;7;2;104;79;25
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16051000;Erfurt;vers.;28;26;2;0;0;0;2;1;1;2;1;1;2;2;0;5;4;1;17;17;0;2;2;0;19;19;0
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16051000;Erfurt;insg.;163;131;32;0;0;0;5;3;2;5;3;2;14;13;1;21;17;4;112;89;23;11;9;2;123;98;25
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9562000;Erlangen;voll.;20;16;4;0;0;0;1;1;0;1;1;0;2;2;0;3;3;0;11;9;2;3;1;2;14;10;4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9562000;Erlangen;vers.;9;7;2;0;0;0;1;1;0;1;1;0;4;3;1;1;1;0;3;2;1;0;0;0;3;2;1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9562000;Erlangen;insg.;29;23;6;0;0;0;2;2;0;2;2;0;6;5;1;4;4;0;14;11;3;3;1;2;17;12;5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5113000;Essen;voll.;373;268;105;0;0;0;10;9;1;10;9;1;46;39;7;29;24;5;223;165;58;65;31;34;288;196;92
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5113000;Essen;vers.;95;68;27;0;0;0;6;6;0;6;6;0;14;14;0;7;7;0;55;37;18;13;4;9;68;41;27
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5113000;Essen;insg.;468;336;132;0;0;0;16;15;1;16;15;1;60;53;7;36;31;5;278;202;76;78;35;43;356;237;119
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6412000;Frankfurt am Main;voll.;736;604;132;1;1;0;17;15;2;18;16;2;77;71;6;55;48;7;534;441;93;52;28;24;586;469;117
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6412000;Frankfurt am Main;vers.;163;126;37;0;0;0;6;6;0;6;6;0;19;15;4;14;11;3;111;85;26;13;9;4;124;94;30
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6412000;Frankfurt am Main;insg.;899;730;169;1;1;0;23;21;2;24;22;2;96;86;10;69;59;10;645;526;119;65;37;28;710;563;147
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8311000;Freiburg im Breisgau;voll.;145;123;22;0;0;0;2;2;0;2;2;0;18;18;0;27;26;1;89;72;17;9;5;4;98;77;21
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8311000;Freiburg im Breisgau;vers.;36;30;6;0;0;0;0;0;0;0;0;0;4;4;0;2;2;0;29;24;5;1;0;1;30;24;6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8311000;Freiburg im Breisgau;insg.;181;153;28;0;0;0;2;2;0;2;2;0;22;22;0;29;28;1;118;96;22;10;5;5;128;101;27
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9563000;Fürth;voll.;27;23;4;0;0;0;1;1;0;1;1;0;3;3;0;3;3;0;19;15;4;1;1;0;20;16;4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9563000;Fürth;vers.;11;9;2;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;7;5;2;0;0;0;7;5;2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9563000;Fürth;insg.;38;32;6;0;0;0;1;1;0;1;1;0;6;6;0;4;4;0;26;20;6;1;1;0;27;21;6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5513000;Gelsenkirchen;voll.;165;123;42;0;0;0;22;21;1;22;21;1;17;15;2;11;8;3;99;72;27;16;7;9;115;79;36
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5513000;Gelsenkirchen;vers.;41;28;13;0;0;0;2;2;0;2;2;0;8;8;0;2;2;0;25;15;10;4;1;3;29;16;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5513000;Gelsenkirchen;insg.;206;151;55;0;0;0;24;23;1;24;23;1;25;23;2;13;10;3;124;87;37;20;8;12;144;95;49
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3159016;Göttingen;voll.;67;56;11;0;0;0;0;0;0;0;0;0;6;6;0;4;4;0;52;43;9;5;3;2;57;46;11
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3159016;Göttingen;vers.;17;12;5;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;15;10;5;0;0;0;15;10;5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3159016;Göttingen;insg.;84;68;16;1;1;0;0;0;0;1;1;0;6;6;0;5;5;0;67;53;14;5;3;2;72;56;16
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5754008;Gütersloh;voll.;62;46;16;0;0;0;3;3;0;3;3;0;14;12;2;7;6;1;35;23;12;3;2;1;38;25;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5754008;Gütersloh;vers.;14;10;4;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;8;8;0;2;0;2;10;8;2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5754008;Gütersloh;insg.;76;56;20;0;0;0;3;3;0;3;3;0;16;13;3;9;7;2;43;31;12;5;2;3;48;33;15
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5914000;Hagen;voll.;119;91;28;0;0;0;4;4;0;4;4;0;7;7;0;18;17;1;78;58;20;12;5;7;90;63;27
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5914000;Hagen;vers.;45;35;10;0;0;0;5;5;0;5;5;0;2;1;1;5;4;1;29;23;6;4;2;2;33;25;8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5914000;Hagen;insg.;164;126;38;0;0;0;9;9;0;9;9;0;9;8;1;23;21;2;107;81;26;16;7;9;123;88;35
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15002000;Halle (Saale);voll.;191;149;42;0;0;0;10;10;0;10;10;0;33;30;3;31;27;4;105;77;28;12;5;7;117;82;35
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15002000;Halle (Saale);vers.;52;41;11;0;0;0;6;6;0;6;6;0;11;11;0;3;2;1;27;20;7;5;2;3;32;22;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15002000;Halle (Saale);insg.;243;190;53;0;0;0;16;16;0;16;16;0;44;41;3;34;29;5;132;97;35;17;7;10;149;104;45
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;2000000;Hamburg;voll.;1,258;1,011;247;1;0;1;49;45;4;50;45;5;138;128;10;121;103;18;841;668;173;108;67;41;949;735;214
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;2000000;Hamburg;vers.;354;275;79;0;0;0;39;28;11;39;28;11;56;50;6;33;28;5;201;153;48;25;16;9;226;169;57
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;2000000;Hamburg;insg.;1,612;1,286;326;1;0;1;88;73;15;89;73;16;194;178;16;154;131;23;1,042;821;221;133;83;50;1,175;904;271
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5915000;Hamm;voll.;99;70;29;0;0;0;8;6;2;8;6;2;2;2;0;8;7;1;70;51;19;11;4;7;81;55;26
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5915000;Hamm;vers.;37;26;11;0;0;0;1;1;0;1;1;0;1;0;1;4;1;3;28;23;5;3;1;2;31;24;7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5915000;Hamm;insg.;136;96;40;0;0;0;9;7;2;9;7;2;3;2;1;12;8;4;98;74;24;14;5;9;112;79;33
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3241001;Hannover;voll.;475;374;101;0;0;0;10;8;2;10;8;2;55;52;3;42;38;4;337;260;77;31;16;15;368;276;92
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3241001;Hannover;vers.;112;91;21;0;0;0;3;3;0;3;3;0;11;10;1;9;8;1;77;64;13;12;6;6;89;70;19
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3241001;Hannover;insg.;587;465;122;0;0;0;13;11;2;13;11;2;66;62;4;51;46;5;414;324;90;43;22;21;457;346;111
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8221000;Heidelberg;voll.;45;37;8;0;0;0;0;0;0;0;0;0;8;7;1;3;3;0;32;27;5;2;0;2;34;27;7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8221000;Heidelberg;vers.;13;9;4;0;0;0;1;1;0;1;1;0;1;0;1;2;2;0;8;6;2;1;0;1;9;6;3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8221000;Heidelberg;insg.;58;46;12;0;0;0;1;1;0;1;1;0;9;7;2;5;5;0;40;33;7;3;0;3;43;33;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8121000;Heilbronn;voll.;39;24;15;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;32;19;13;3;3;0;35;22;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8121000;Heilbronn;vers.;9;7;2;0;0;0;2;2;0;2;2;0;0;0;0;0;0;0;6;4;2;1;1;0;7;5;2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8121000;Heilbronn;insg.;48;31;17;0;0;0;2;2;0;2;2;0;1;0;1;3;2;1;38;23;15;4;4;0;42;27;15
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5916000;Herne;voll.;75;47;28;0;0;0;1;1;0;1;1;0;8;7;1;5;4;1;56;33;23;5;2;3;61;35;26
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5916000;Herne;vers.;21;14;7;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;15;10;5;3;2;1;18;12;6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5916000;Herne;insg.;96;61;35;0;0;0;1;1;0;1;1;0;10;8;2;6;5;1;71;43;28;8;4;4;79;47;32
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3254021;Hildesheim;voll.;65;40;25;0;0;0;2;0;2;2;0;2;7;4;3;8;5;3;42;27;15;6;4;2;48;31;17
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3254021;Hildesheim;vers.;10;6;4;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;7;5;2;0;0;0;7;5;2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3254021;Hildesheim;insg.;75;46;29;0;0;0;2;0;2;2;0;2;8;4;4;10;6;4;49;32;17;6;4;2;55;36;19
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9161000;Ingolstadt;voll.;22;13;9;0;0;0;1;1;0;1;1;0;1;1;0;3;2;1;16;9;7;1;0;1;17;9;8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9161000;Ingolstadt;vers.;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;0;0;0;3;3;0
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9161000;Ingolstadt;insg.;26;17;9;0;0;0;1;1;0;1;1;0;1;1;0;4;3;1;19;12;7;1;0;1;20;12;8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16053000;Jena;voll.;27;16;11;0;0;0;1;0;1;1;0;1;4;3;1;1;0;1;19;12;7;2;1;1;21;13;8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16053000;Jena;vers.;4;1;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;0;0;0;3;0;3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16053000;Jena;insg.;31;17;14;0;0;0;1;0;1;1;0;1;5;4;1;1;0;1;22;12;10;2;1;1;24;13;11
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7312000;Kaiserslautern;voll.;40;31;9;0;0;0;2;2;0;2;2;0;1;1;0;5;5;0;32;23;9;0;0;0;32;23;9
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7312000;Kaiserslautern;vers.;4;1;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
